id,name,lat,lon
BIRK,Reykjavik Airport,64.13,-21.941
LDRI,Rijeka Airport,45.217,14.57
EGDY,RNAS Yeovilton,51.00899999999999,-2.639
LFLO,Roanne-Renaison Airport,46.058,4.001
LFDN,Rochefort-Saint-Agnant (BA 721) Airport,45.888000000000005,-0.983
LFCR,Rodez-Marcillac Airport,44.408,2.4819999999999998
ESDF,Ronneby Airport,56.266999999999996,15.265
ETNL,Rostock-Laage Airport,53.918,12.279000000000002
LERT,Rota Naval Station Airport,36.645,-6.349
EHRD,Rotterdam The Hague Airport,51.957,4.442
LFOP,Rouen Airport,49.38399999999999,1.175
EFRO,Rovaniemi Airport,66.565,25.83
LFCY,Royan-Médis Airport,45.628,-0.973
ENRO,Røros Airport,62.578,11.342
EPRZ,Rzeszów-Jasionka Airport,50.11,22.019000000000002
EDDR,Saarbrücken Airport,49.214,7.109
LFRT,Saint-Brieuc-Armor Airport,48.538000000000004,-2.8539999999999996
LFMH,Saint-Étienne-Bouthéon Airport,45.54,4.296
LFRZ,Saint-Nazaire-Montoir Airport,47.312,-2.149
LFLN,Saint-Yan Airport,46.413000000000004,4.013
LESA,Salamanca Airport,40.952,-5.502000000000001
LIRI,Salerno Costa d'Amalfi Airport,40.62,14.911
LOWS,Salzburg Airport,47.793,13.004000000000001
LSZS,Samedan Airport,46.532,9.883
LGSM,Samos Airport,37.69,26.912
LELC,San Javier Airport,37.775,-0.812
LESO,San Sebastian Airport,43.356,-1.791
ENTO,Sandefjord Airport - Torp,59.187,10.259
ENST,Sandnessjøen Airport (Stokka),65.957,12.469000000000001
LPAZ,Santa Maria Airport,36.971,-25.171
LEXJ,Santander Airport,43.427,-3.82
LGSR,Santorini Airport,36.4,25.479
LPSJ,São Jorge Airport,38.665,-28.176
LHSM,Sármellék International Airport,46.68600000000001,17.159000000000002
LRSM,Satu Mare Airport,47.703,22.886
EFSA,Savonlinna Airport,61.943000000000005,28.945
EGPM,Scatsta Airport,60.431999999999995,-1.298
ETNS,Schleswig Air Base,54.458999999999996,9.516
EDOP,Schwerin Parchim Airport,53.427,11.783
LEZL,Seville Airport,37.418,-5.893
EGKA,Shoreham Airport,50.836000000000006,-0.297
LRSB,Sibiu International Airport,45.786,24.090999999999998
EDGS,Siegerland Airport,50.708,8.082
LIQS,Siena-Ampugnano Airport,43.257,11.254000000000001
BISI,Siglufjörður Airport,66.133,-18.917
LICZ,Sigonella Navy Air Base,37.400999999999996,14.922
EKSN,Sindal Airport,57.503,10.229
LSGS,Sion Airport,46.218999999999994,7.327000000000001
LGST,Sitia Airport,35.214,26.098000000000003
ESNS,Skellefteå Airport,64.625,21.076999999999998
LGSK,Skiathos Island National Airport,39.177,23.504
ENSN,Skien Airport,59.185,9.567
EKSV,Skive Airport,56.55,9.173
ESGR,Skövde Airport,58.456,13.972999999999999
EKSP,Skrydstrup Air Base,55.225,9.264
LZSL,Sliač Airport,48.638000000000005,19.134
EISG,Sligo Airport,54.28,-8.599
EFSO,Sodankyla Airport,67.395,26.619
LFKS,Solenzara (BA 126) Air Base,41.924,9.406
EGMC,Southend Airport,51.571000000000005,0.696
EKSB,Sønderborg Airport,54.964,9.792
ENSR,Sørkjosen Airport,69.78699999999999,20.959
ETAD,Spangdahlem Air Base,49.973,6.692
LDSP,Split Airport,43.538999999999994,16.298
EGAB,St Angelo Airport,54.398999999999994,-7.652
LSZR,St Gallen Altenrhein Airport,47.485,9.561
EKVJ,Stauning Airport,55.99,8.354
URMT,Stavropol Shpakovskoye Airport,45.108999999999995,42.113
ESKN,Stockholm Skavsta Airport,58.788999999999994,16.912
ESOW,Stockholm Västerås Airport,59.589,16.634
ESSB,Stockholm-Bromma Airport,59.354,17.941
ENSO,Stord Airport,59.792,5.341
EGPO,Stornoway Airport,58.214,-6.329
ESUD,Storuman Airport,64.961,17.695999999999998
LFST,Strasbourg Airport,48.538000000000004,7.627999999999999
LRSV,Suceava Stefan cel Mare Airport,47.688,26.354
EGPB,Sumburgh Airport,59.879,-1.296
ESNN,Sundsvall-Härnösand Airport,62.528,17.444000000000003
ENSB,Svalbard Airport - Longyear,78.24600000000001,15.466
ESND,Sveg Airport,62.048,14.423
EGFH,Swansea Airport,51.605,-4.0680000000000005
UUYY,Syktyvkar Airport,61.648,50.846000000000004
EPSC,Szczecin-Goleniów "Solidarność" Airport,53.585,14.902000000000001
EFTP,Tampere-Pirkkala Airport,61.413999999999994,23.604
LIBG,Taranto-Grottaglie "Marcello Arlotta" Airport,40.516,17.402
LFBT,Tarbes-Lourdes-Pyrénées Airport,43.178999999999995,-0.006
EETU,Tartu Airport,58.306999999999995,26.69
LHTA,Taszár Air Base,46.393,17.917
LRBM,Tautii Magheraus Airport,47.658,23.47
LTBU,Tekirdağ Çorlu Airport,41.138000000000005,27.919
EKTS,Thisted Airport,57.068999999999996,8.705
LRTR,Timişoara Traian Vuia Airport,45.81,21.338
EGPU,Tiree Airport,56.498999999999995,-6.869
LYTV,Tivat Airport,42.403999999999996,18.723
LETO,Torrejón Airport,40.486999999999995,-3.458
ESST,Torsby Airport,60.157,12.991
LIET,Tortolì Airport,39.919000000000004,9.683
LFTH,Toulon-Hyères Airport,43.097,6.146
LFOT,Tours-Val-de-Loire Airport,47.431999999999995,0.728
LFPN,Toussus-le-Noble Airport,48.751999999999995,2.106
LRTM,Transilvania Târgu Mureş International Airport,46.468,24.412
LIPQ,Trieste–Friuli Venezia Giulia Airport,45.828,13.466
ESGT,Trollhättan-Vänersborg Airport,58.318000000000005,12.345
LRTC,Tulcea Airport,45.062,28.714000000000002
EFTU,Turku Airport,60.513999999999996,22.263
EHTW,Twente Airport,52.27,6.874
UHMA,Ugolny Airport,64.735,177.74099999999999
ESNU,Umeå Airport,63.792,20.282
EFUT,Utti Air Base,60.896,26.938000000000002
URML,Uytash Airport,42.817,47.652
EFVA,Vaasa Airport,63.051,21.761
EKVG,Vagar Airport,62.06399999999999,-7.277
LFLU,Valence-Chabeuil Airport,44.92100000000001,4.97
LEVC,Valencia Airport,39.489000000000004,-0.48100000000000004
LFAV,Valenciennes-Denain Airport,50.326,3.4610000000000003
LEVD,Valladolid Airport,41.706,-4.852
LFRV,Vannes-Meucon Airport,47.723,-2.718
ENSS,Vardø Airport - Svartnes,70.355,31.045
EFVR,Varkaus Airport,62.17100000000001,27.869
ESMX,Växjö Kronoberg Airport,56.928999999999995,14.728
BIVM,Vestmannaeyjar Airport,63.424,-20.279
LFLV,Vichy-Charmeil Airport,46.169,3.404
LEVX,Vigo Airport,42.232,-8.627
LPVR,Vila Real Airport,41.273999999999994,-7.72
ESNV,Vilhelmina Airport,64.579,16.833
LFPV,Villacoublay-Vélizy (BA 107) Air Base,48.773999999999994,2.201
LIMG,Villanova D'Albenga International Airport,44.051,8.127
LICT,Vincenzo Florio Airport Trapani-Birgi,37.913000000000004,12.488
ESSV,Visby Airport,57.663000000000004,18.346
UMII,Vitebsk Vostochny Airport,55.167,30.133000000000003
LEVT,Vitoria/Foronda Airport,42.883,-2.7239999999999998
LKVO,Vodochody Airport,50.216,14.395999999999999
URWW,Volgograd International Airport,48.782,44.345
UUOO,Voronezh International Airport,51.81399999999999,39.23
EGNO,Warton Airport,53.745,-2.883
EIWF,Waterford Airport,52.187,-7.087000000000001
EDXW,Westerland Sylt Airport,54.913000000000004,8.34
EBKT,Wevelgem Airport,50.818000000000005,3.208
EGPC,Wick Airport,58.458999999999996,-3.093
ETOU,Wiesbaden Army Airfield,50.05,8.325
EHWO,Woensdrecht Air Base,51.449,4.342
EFYL,Ylivieska Airfield,64.06,24.715999999999998
LDZD,Zadar Airport,44.108000000000004,15.347000000000001
LGZA,Zakynthos International Airport "Dionysios Solomos",37.75,20.881999999999998
LEZG,Zaragoza Air Base,41.666000000000004,-1.041
EPZG,Zielona Góra-Babimost Airport,52.138999999999996,15.799000000000001
LZZI,Žilina Airport,49.232,18.614
